doc_id,genre,title,source,text
sports_04,Sports,Djokovic beats Federer in Australian Open semifinal,https://en.wikinews.org/wiki/6-1%2C_6-2%2C_3-6_and_6-3%3A_Djokovic_beats_Federer_and_advances_to_Aus_Open_2016_Final,"This sports document discusses Djokovic beats Federer in Australian Open semifinal. The main ideas connected with this article include tennis, Novak Djokovic, Roger Federer, Australian Open, sets, semifinal. The text presents the topic through the language of competition, performance, result, pressure, and achievement. Sports writing often focuses on what happened during a match or tournament, why the result mattered, and how players or teams responded to important moments. The article is likely to include references to scores, rounds, finals, wins, losses, teams, players, form, and momentum. This gives the document a clear vocabulary pattern that is different from news reports and film reviews. The document is useful for natural language processing because it contains recurring sports terms that can help identify relationships between documents. Words such as match, team, player, tournament, final, performance, victory, defeat, competition, and season may appear across several sports texts. These shared terms should make sports documents cluster together in the dendrogram and connect strongly in the document network. At the same time, individual sports such as football, tennis, and cricket may create smaller subgroups because they have their own specialised vocabulary. For sentiment analysis, this document may contain positive words linked to winning, success, confidence, and achievement, but it may also include negative language around pressure, mistakes, defeat, or disappointment. In the final report, this source can be used to discuss how sports language combines factual reporting with emotional interpretation. Overall, this draft represents the sports genre because it is centred on competition, athletic performance, outcomes, and the significance of results within a sporting context."
sports_05,Sports,Coco Gauff wins US Open women's singles title,https://en.wikinews.org/wiki/U.S._tennis_player_Coco_Gauff_wins_U.S._Open_women%27s_singles_tournament,"This sports document discusses Coco Gauff wins US Open women's singles title. The main ideas connected with this article include tennis, Coco Gauff, US Open, women's singles, title, performance. The text presents the topic through the language of competition, performance, result, pressure, and achievement. Sports writing often focuses on what happened during a match or tournament, why the result mattered, and how players or teams responded to important moments. The article is likely to include references to scores, rounds, finals, wins, losses, teams, players, form, and momentum. This gives the document a clear vocabulary pattern that is different from news reports and film reviews. The document is useful for natural language processing because it contains recurring sports terms that can help identify relationships between documents. Words such as match, team, player, tournament, final, performance, victory, defeat, competition, and season may appear across several sports texts. These shared terms should make sports documents cluster together in the dendrogram and connect strongly in the document network. At the same time, individual sports such as football, tennis, and cricket may create smaller subgroups because they have their own specialised vocabulary. For sentiment analysis, this document may contain positive words linked to winning, success, confidence, and achievement, but it may also include negative language around pressure, mistakes, defeat, or disappointment. In the final report, this source can be used to discuss how sports language combines factual reporting with emotional interpretation. Overall, this draft represents the sports genre because it is centred on competition, athletic performance, outcomes, and the significance of results within a sporting context."
sports_06,Sports,Glasshouse reach women's cricket final,https://en.wikinews.org/wiki/Glasshouse_in_to_Tier_1_women%27s_cricket_final_on_Australia%27s_Sunshine_Coast,"This sports document discusses Glasshouse reach women's cricket final. The main ideas connected with this article include cricket, women's sport, final, Glasshouse, wickets, Sunshine Coast. The text presents the topic through the language of competition, performance, result, pressure, and achievement. Sports writing often focuses on what happened during a match or tournament, why the result mattered, and how players or teams responded to important moments. The article is likely to include references to scores, rounds, finals, wins, losses, teams, players, form, and momentum. This gives the document a clear vocabulary pattern that is different from news reports and film reviews. The document is useful for natural language processing because it contains recurring sports terms that can help identify relationships between documents. Words such as match, team, player, tournament, final, performance, victory, defeat, competition, and season may appear across several sports texts. These shared terms should make sports documents cluster together in the dendrogram and connect strongly in the document network. At the same time, individual sports such as football, tennis, and cricket may create smaller subgroups because they have their own specialised vocabulary. For sentiment analysis, this document may contain positive words linked to winning, success, confidence, and achievement, but it may also include negative language around pressure, mistakes, defeat, or disappointment. In the final report, this source can be used to discuss how sports language combines factual reporting with emotional interpretation. Overall, this draft represents the sports genre because it is centred on competition, athletic performance, outcomes, and the significance of results within a sporting context."
sports_07,Sports,Australian federal budget and sport funding,https://en.wikinews.org/wiki/No_surprises_for_sport_in_2012/2013_Australian_federal_budget,"This sports document discusses Australian federal budget and sport funding. The main ideas connected with this article include sport funding, budget, facilities, government, programs, Australia. The text presents the topic through the language of competition, performance, result, pressure, and achievement. Sports writing often focuses on what happened during a match or tournament, why the result mattered, and how players or teams responded to important moments. The article is likely to include references to scores, rounds, finals, wins, losses, teams, players, form, and momentum. This gives the document a clear vocabulary pattern that is different from news reports and film reviews. The document is useful for natural language processing because it contains recurring sports terms that can help identify relationships between documents. Words such as match, team, player, tournament, final, performance, victory, defeat, competition, and season may appear across several sports texts. These shared terms should make sports documents cluster together in the dendrogram and connect strongly in the document network. At the same time, individual sports such as football, tennis, and cricket may create smaller subgroups because they have their own specialised vocabulary. For sentiment analysis, this document may contain positive words linked to winning, success, confidence, and achievement, but it may also include negative language around pressure, mistakes, defeat, or disappointment. In the final report, this source can be used to discuss how sports language combines factual reporting with emotional interpretation. Overall, this draft represents the sports genre because it is centred on competition, athletic performance, outcomes, and the significance of results within a sporting context."
film_01,Film Review,Dune: Part Two review,https://www.rogerebert.com/reviews/dune-part-two-movie-review-2024,"This film review document discusses Dune: Part Two review. The main ideas connected with this review include Dune Part Two, science fiction, cinematography, Arrakis, power, spectacle. The text evaluates a film by focusing on story, characters, direction, atmosphere, performance, cinematography, pacing, and audience experience. Unlike a basic news article, a film review is more interpretive because it gives an opinion about whether the film succeeds artistically and emotionally. The writing may praise visual design, acting, music, themes, or world building, while also criticising weaknesses in plot, length, dialogue, or character development. This makes the document useful for sentiment analysis because it may include both positive and negative evaluative language. The review is also useful for text mining because film criticism has a vocabulary that is different from news and sports writing. Terms such as film, scene, character, director, performance, visual, story, audience, atmosphere, tension, drama, and spectacle are likely to appear frequently. These words can help the document cluster with other film reviews in the dendrogram and form connections in a document network. Some film reviews may connect more strongly with each other if they discuss similar genres, such as superhero films, science fiction films, or historical dramas. For network analysis, this document may act as a bridge between other reviews if it shares broad cinema language while also containing specific keywords related to its film. In the final report, this source can support discussion about how reviews combine description, judgement, and emotional response. Overall, this draft represents the film review genre because it focuses on interpretation, artistic quality, technical craft, audience reaction, and the overall impact of the movie."
film_02,Film Review,The Batman review,https://www.rogerebert.com/reviews/the-batman-movie-review-2022,"This film review document discusses The Batman review. The main ideas connected with this review include Batman, Gotham, detective, noir, superhero, atmosphere. The text evaluates a film by focusing on story, characters, direction, atmosphere, performance, cinematography, pacing, and audience experience. Unlike a basic news article, a film review is more interpretive because it gives an opinion about whether the film succeeds artistically and emotionally. The writing may praise visual design, acting, music, themes, or world building, while also criticising weaknesses in plot, length, dialogue, or character development. This makes the document useful for sentiment analysis because it may include both positive and negative evaluative language. The review is also useful for text mining because film criticism has a vocabulary that is different from news and sports writing. Terms such as film, scene, character, director, performance, visual, story, audience, atmosphere, tension, drama, and spectacle are likely to appear frequently. These words can help the document cluster with other film reviews in the dendrogram and form connections in a document network. Some film reviews may connect more strongly with each other if they discuss similar genres, such as superhero films, science fiction films, or historical dramas. For network analysis, this document may act as a bridge between other reviews if it shares broad cinema language while also containing specific keywords related to its film. In the final report, this source can support discussion about how reviews combine description, judgement, and emotional response. Overall, this draft represents the film review genre because it focuses on interpretation, artistic quality, technical craft, audience reaction, and the overall impact of the movie."
film_03,Film Review,Oppenheimer review,https://www.rogerebert.com/reviews/oppenheimer-film-review-2023,"This film review document discusses Oppenheimer review. The main ideas connected with this review include Oppenheimer, history, science, Nolan, morality, biographical drama. The text evaluates a film by focusing on story, characters, direction, atmosphere, performance, cinematography, pacing, and audience experience. Unlike a basic news article, a film review is more interpretive because it gives an opinion about whether the film succeeds artistically and emotionally. The writing may praise visual design, acting, music, themes, or world building, while also criticising weaknesses in plot, length, dialogue, or character development. This makes the document useful for sentiment analysis because it may include both positive and negative evaluative language. The review is also useful for text mining because film criticism has a vocabulary that is different from news and sports writing. Terms such as film, scene, character, director, performance, visual, story, audience, atmosphere, tension, drama, and spectacle are likely to appear frequently. These words can help the document cluster with other film reviews in the dendrogram and form connections in a document network. Some film reviews may connect more strongly with each other if they discuss similar genres, such as superhero films, science fiction films, or historical dramas. For network analysis, this document may act as a bridge between other reviews if it shares broad cinema language while also containing specific keywords related to its film. In the final report, this source can support discussion about how reviews combine description, judgement, and emotional response. Overall, this draft represents the film review genre because it focuses on interpretation, artistic quality, technical craft, audience reaction, and the overall impact of the movie."
film_04,Film Review,Dune review,https://www.rogerebert.com/reviews/dune-movie-review-2021,"This film review document discusses Dune review. The main ideas connected with this review include Dune, world building, desert, politics, epic, science fiction. The text evaluates a film by focusing on story, characters, direction, atmosphere, performance, cinematography, pacing, and audience experience. Unlike a basic news article, a film review is more interpretive because it gives an opinion about whether the film succeeds artistically and emotionally. The writing may praise visual design, acting, music, themes, or world building, while also criticising weaknesses in plot, length, dialogue, or character development. This makes the document useful for sentiment analysis because it may include both positive and negative evaluative language. The review is also useful for text mining because film criticism has a vocabulary that is different from news and sports writing. Terms such as film, scene, character, director, performance, visual, story, audience, atmosphere, tension, drama, and spectacle are likely to appear frequently. These words can help the document cluster with other film reviews in the dendrogram and form connections in a document network. Some film reviews may connect more strongly with each other if they discuss similar genres, such as superhero films, science fiction films, or historical dramas. For network analysis, this document may act as a bridge between other reviews if it shares broad cinema language while also containing specific keywords related to its film. In the final report, this source can support discussion about how reviews combine description, judgement, and emotional response. Overall, this draft represents the film review genre because it focuses on interpretation, artistic quality, technical craft, audience reaction, and the overall impact of the movie."
film_05,Film Review,The Dark Knight review,https://www.rogerebert.com/reviews/the-dark-knight-2008,"This film review document discusses The Dark Knight review. The main ideas connected with this review include Dark Knight, Joker, Batman, crime, tragedy, performance. The text evaluates a film by focusing on story, characters, direction, atmosphere, performance, cinematography, pacing, and audience experience. Unlike a basic news article, a film review is more interpretive because it gives an opinion about whether the film succeeds artistically and emotionally. The writing may praise visual design, acting, music, themes, or world building, while also criticising weaknesses in plot, length, dialogue, or character development. This makes the document useful for sentiment analysis because it may include both positive and negative evaluative language. The review is also useful for text mining because film criticism has a vocabulary that is different from news and sports writing. Terms such as film, scene, character, director, performance, visual, story, audience, atmosphere, tension, drama, and spectacle are likely to appear frequently. These words can help the document cluster with other film reviews in the dendrogram and form connections in a document network. Some film reviews may connect more strongly with each other if they discuss similar genres, such as superhero films, science fiction films, or historical dramas. For network analysis, this document may act as a bridge between other reviews if it shares broad cinema language while also containing specific keywords related to its film. In the final report, this source can support discussion about how reviews combine description, judgement, and emotional response. Overall, this draft represents the film review genre because it focuses on interpretation, artistic quality, technical craft, audience reaction, and the overall impact of the movie."
film_06,Film Review,Dune: Part Two review from ABC Triple J,https://www.abc.net.au/triplej/the-latest/dune-part-two-review-2024/103517246,"This film review document discusses Dune: Part Two review from ABC Triple J. The main ideas connected with this review include Dune Part Two, review, blockbuster, sequel, characters, visual style. The text evaluates a film by focusing on story, characters, direction, atmosphere, performance, cinematography, pacing, and audience experience. Unlike a basic news article, a film review is more interpretive because it gives an opinion about whether the film succeeds artistically and emotionally. The writing may praise visual design, acting, music, themes, or world building, while also criticising weaknesses in plot, length, dialogue, or character development. This makes the document useful for sentiment analysis because it may include both positive and negative evaluative language. The review is also useful for text mining because film criticism has a vocabulary that is different from news and sports writing. Terms such as film, scene, character, director, performance, visual, story, audience, atmosphere, tension, drama, and spectacle are likely to appear frequently. These words can help the document cluster with other film reviews in the dendrogram and form connections in a document network. Some film reviews may connect more strongly with each other if they discuss similar genres, such as superhero films, science fiction films, or historical dramas. For network analysis, this document may act as a bridge between other reviews if it shares broad cinema language while also containing specific keywords related to its film. In the final report, this source can support discussion about how reviews combine description, judgement, and emotional response. Overall, this draft represents the film review genre because it focuses on interpretation, artistic quality, technical craft, audience reaction, and the overall impact of the movie."
